listing_id,listing_url,name
9134193,https://www.airbnb.com/rooms/9134193,Modern Open Studio
2481189,https://www.airbnb.com/rooms/2481189,Queen Anne - Cozy 3 BD View/Parking
8535897,https://www.airbnb.com/rooms/8535897,Meditteranean Style Queen Anne Home
9476826,https://www.airbnb.com/rooms/9476826,Furnished private room/new building
3144311,https://www.airbnb.com/rooms/3144311,"Stunning Water View, Spacious Condo"
9370007,https://www.airbnb.com/rooms/9370007,Luminous and Comfortable
6781308,https://www.airbnb.com/rooms/6781308,"Heart of Seattle, minutes to it all"
160222,https://www.airbnb.com/rooms/160222,Apt on Lake Union & inHeart of City
4250367,https://www.airbnb.com/rooms/4250367,Luxury in Queen Anne very walkable!
8755479,https://www.airbnb.com/rooms/8755479,"2 bedroom & 2 bath, large deck VIEW"
8829156,https://www.airbnb.com/rooms/8829156,"Queen Ann, central neighborhood"
5126077,https://www.airbnb.com/rooms/5126077,Location and View in Queen Anne
6108796,https://www.airbnb.com/rooms/6108796,Classy Seattle Apartment and gym
2692126,https://www.airbnb.com/rooms/2692126,Cute & Tidy by Seattle Center!
6882211,https://www.airbnb.com/rooms/6882211,Spacious Apt in Queen Anne
9573675,https://www.airbnb.com/rooms/9573675,"Lake Union view, 5 min to downtown!"
3544953,https://www.airbnb.com/rooms/3544953,View of Lake Union
2020505,https://www.airbnb.com/rooms/2020505,"Private ""in house"" guest suite "
5580457,https://www.airbnb.com/rooms/5580457,Steps away from Lake Union
1495271,https://www.airbnb.com/rooms/1495271,Spacious Queen Anne Craftsman
8455865,https://www.airbnb.com/rooms/8455865,Queen Anne Jewel
9679300,https://www.airbnb.com/rooms/9679300,Cozy 1 BR apt. In Queen Anne
6065566,https://www.airbnb.com/rooms/6065566,Charming Queen Anne Hill Craftsman
4645208,https://www.airbnb.com/rooms/4645208,1905 Craftsman in Ideal Location!
6115807,https://www.airbnb.com/rooms/6115807,Spacious 3BR/2BA  Family Home
7091397,https://www.airbnb.com/rooms/7091397,Secret Garden Bungalow
6134153,https://www.airbnb.com/rooms/6134153,2BR Apt in Lovely Queen Anne Home
7763878,https://www.airbnb.com/rooms/7763878,Best Seattle Location!
8088447,https://www.airbnb.com/rooms/8088447,Central 1-BR with Lake Union View
3418349,https://www.airbnb.com/rooms/3418349,Everything you need in Lower Q. A.!
9199982,https://www.airbnb.com/rooms/9199982,lakeview in QueenAnne near Fremont
6400000,https://www.airbnb.com/rooms/6400000,Cozy 1BR/1BA Apartment
6776229,https://www.airbnb.com/rooms/6776229,"Heart of Seattle, Water & city view"
7627794,https://www.airbnb.com/rooms/7627794,Westlake luxury loft with lake view
8374102,https://www.airbnb.com/rooms/8374102,Spacious & Clean 1 bedroom Apt.
6316934,https://www.airbnb.com/rooms/6316934,Cute vintage flat 10 min to it all!
1820794,https://www.airbnb.com/rooms/1820794,Highland Hideaway SpaceNeedle View
314180,https://www.airbnb.com/rooms/314180,Sunny Home w/ Views in Wallingford
8670079,https://www.airbnb.com/rooms/8670079,"Furnished, great spot, near UW"
4868135,https://www.airbnb.com/rooms/4868135,Designer 2 Bdrm Fremont/Wallingford
5336585,https://www.airbnb.com/rooms/5336585,Beautiful Loft Apartment UW 
1427103,https://www.airbnb.com/rooms/1427103,Wallingford Private 1BD Apartment
3518808,https://www.airbnb.com/rooms/3518808,Modern Green Lake Apartment
8995844,https://www.airbnb.com/rooms/8995844,"Charm, convenience in Wallingford"
356566,https://www.airbnb.com/rooms/356566,Sunny Bedroom w/View: Wallingford
6466388,https://www.airbnb.com/rooms/6466388,Airy Green Lake Craftsman
4531944,https://www.airbnb.com/rooms/4531944,Cozy Green Lake Cottage
6686072,https://www.airbnb.com/rooms/6686072,GreenLake - Modern and Convenient
4384343,https://www.airbnb.com/rooms/4384343,Chic In City  Basement Apartment
7900056,https://www.airbnb.com/rooms/7900056,A+ Home for 2-8 near Green Lake-UW
6378563,https://www.airbnb.com/rooms/6378563,Wallingford Terrace Garden
5630783,https://www.airbnb.com/rooms/5630783,Private Greenlake Studio Apartment 
340706,https://www.airbnb.com/rooms/340706,Charming Wallingford Apartment
6202214,https://www.airbnb.com/rooms/6202214,Cozy 1BD Apartment in Wallingford.
1030411,https://www.airbnb.com/rooms/1030411,Classic Seattle/Wallingford Home
7922373,https://www.airbnb.com/rooms/7922373,Brick Colonial in Wallingford
6156470,https://www.airbnb.com/rooms/6156470,Relax with a CANNACATION  getaway!
2994309,https://www.airbnb.com/rooms/2994309,Contemporary 2 Bedroom Apartment
1594328,https://www.airbnb.com/rooms/1594328,Cozy 1920s Wallingford Home
8072920,https://www.airbnb.com/rooms/8072920,Charming Artistic Studio Apartment
6915487,https://www.airbnb.com/rooms/6915487,Upper House near UW and Greenlake
6202603,https://www.airbnb.com/rooms/6202603,Nice One bedroom in Fremont!
5286781,https://www.airbnb.com/rooms/5286781,Full Apt w/ Garden- cozy and light
2818420,https://www.airbnb.com/rooms/2818420,"Seattle Home Near Downtown, UW"
3739681,https://www.airbnb.com/rooms/3739681,Cozy basement in Wallingford home
7922063,https://www.airbnb.com/rooms/7922063,Wallingford living room w/ air bed
611509,https://www.airbnb.com/rooms/611509,Craftsman with Private Bath & A/C
1802663,https://www.airbnb.com/rooms/1802663,Urban oasis in Wallingford home
9797545,https://www.airbnb.com/rooms/9797545,Cozy Room & Sleeping Nook
9241055,https://www.airbnb.com/rooms/9241055,Classic Craftsman with Modern Touch
9294832,https://www.airbnb.com/rooms/9294832,Great 1 Bedroom in Greenlake
8643209,https://www.airbnb.com/rooms/8643209,Private room w Q-size bed a view
7258811,https://www.airbnb.com/rooms/7258811,Lake Union Hacker House - 2FL 4p 2L
10265391,https://www.airbnb.com/rooms/10265391,"Art filled, quiet, walkable Seattle"
132120,https://www.airbnb.com/rooms/132120,Mother-in-Law Apartment in Seattle
6343866,https://www.airbnb.com/rooms/6343866,Wallingford Burke Retreat
3066740,https://www.airbnb.com/rooms/3066740,The Silhouette - Lake Union Seattle
4130112,https://www.airbnb.com/rooms/4130112,Warm family home w/ hot tub + honey
4026757,https://www.airbnb.com/rooms/4026757,YELLOW SUITE - super clean-new bed
9545281,https://www.airbnb.com/rooms/9545281,Eclectic 1bd apt in Wallingford
3294804,https://www.airbnb.com/rooms/3294804,Craftsman w/ Hot Tub *Jan/Feb deal*
4122325,https://www.airbnb.com/rooms/4122325,Spacious 3bd/2ba Green Lake Home
8308353,https://www.airbnb.com/rooms/8308353,"Bright, Central, and Cozy Bedroom"
7226013,https://www.airbnb.com/rooms/7226013,Cute comfy room in central location
5761290,https://www.airbnb.com/rooms/5761290,2 - bedroom near UW and Greenlake
182716,https://www.airbnb.com/rooms/182716,Quiet Room Near UW & Green Lake
3050140,https://www.airbnb.com/rooms/3050140,Cozy Private Greenlake Apartment
3254956,https://www.airbnb.com/rooms/3254956,"Wallingford, Private 1Bd Apartment!"
1264287,https://www.airbnb.com/rooms/1264287,Wallingford  5 bed 2 bath near UW
3404557,https://www.airbnb.com/rooms/3404557,Lake Union Hacker House - 1FL 4p 2L
3939683,https://www.airbnb.com/rooms/3939683,Lake Union Hacker House - 3FL 2p L
3424242,https://www.airbnb.com/rooms/3424242,Lake Union Hacker House - 3FL 4p 2U
7985714,https://www.airbnb.com/rooms/7985714,Lake Union Hacker House - 2FL 4p 2U
4279876,https://www.airbnb.com/rooms/4279876,"Seattle Sunyside Suite, private 2BR"
3870253,https://www.airbnb.com/rooms/3870253,Wallingford Apt. with Sleeping Loft
2187563,https://www.airbnb.com/rooms/2187563,Bright 2 BR suite in Wallingford
3889299,https://www.airbnb.com/rooms/3889299,Lake Union Hacker House - 3FL 2p U
